coverage	n
1	0
2	3
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	8
12	14
13	11
14	2
15	8
16	36
17	77
18	97
19	152
20	145
21	173
22	159
23	123
24	148
25	131
26	133
27	188
28	159
29	191
30	194
31	192
32	204
33	120
34	94
35	127
36	133
37	115
38	105
39	84
40	44
41	35
42	51
43	41
44	22
45	16
46	22
47	13
48	11
49	7
50	10
51	3
52	2
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	1
103	5
104	3
105	7
106	3
107	2
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	3
116	2
117	2
118	2
119	1
120	1
121	2
122	1
123	0
124	2
125	1
